ID_CANDIDATO;CENTRO_ESTUDIOS;ESPECIALIDAD;CONCLUIDO;EGRESADO
159496;UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO;DERECHO PENAL Y PROCESAL PENAL;;NO
160189;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;MAESTRIA EN CIENCIAS DE LA EDUCACION MENCION EN INVESTIGACION Y DOCENCIA;SI;SI
160190;UNIVERSIDAD CESAR VALLEJO;MAESTRIA Y DOCENCIA EN GESTION EDUCATIVA;SI;SI
161083;UNIVERSIDAD NACIONAL AGRARIA LA MOLINA;RECURSOS HIDRICOS;;NO
161084;UNIVERSIDAD CATOLICA DE SANTA MARIA DE AREQUIPA;MAESTRO EN DERECHO CONSTITUCIONAL;SI;SI
161086;UNIVERSIDAD SAN MARTIN DE PORRES;MAESTRIA EN GESTION PUBLICA;SI;SI
161086;UNIVERSIDAD SAN MARTIN DE PORRES;MAESTRIA EN GESTION PUBLICA;SI;SI
161087;UNIVERSIDAD DE LOS ESTUDIOS DE ROMA "LA SAPIENZA";TEORÍA DEL ESTADO E INSTITUCIONES POLÍTICAS COMPARADAS;SI;SI
157870;UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD DEL CUSCO;DOCTOR EN DERECHO;SI;SI
157872;UNIVERSIDAD SAN ANTONIO DE ABAD DE  CUSCO;MAESTRÍA EN POLÍTICAS Y GESTIÓN;SI;SI
157873;UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE;ADMINISTRACIÓN PÚBLICA;SI;SI
158953;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;GESTION PUBLICA Y DESARROLLO REGIONAL;SI;
157968;UNIVERSIDAD NESTOR CACERES VELASQUEZ;DERECHO PENAL Y PROCESAL PENAL;SI;SI
157969;UNIVERSIDAD ANDINA DEL CUSCO;DOCENCIA UNIVERSITARIA;SI;SI
160479;UNIVERSIDAD ALAS PERUANAS;DOCENCIA UNIVERSITARIA;SI;SI
158532;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;MAESTRÍA EN SALUD PUBLICA MENCIÓN SALUD AMBIENTAL;SI;SI
158533;UNIVERSIDAD SAN AGUSTIN DE AREQUIPA;CIENCIAS;SI;SI
161817;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ADMINISTRACION;SI;SI
161818;UNIVERSIDAD CESAR VALLEJO;DERECHO PENAL Y PROCESAL PENAL;SI;SI
161819;UNIVERSIDAD ANDINA DEL CUSCO;MAESTRÍA EN DERECHO CONSTITUCIONAL;;NO
159778;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;CIENCIAS DE LA EDUCACIÓN.;SI;SI
159779;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ECONOMIA CON MENCION EN PROYECTOS DE INVERSION;;NO
159780;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;GESTIÓN PUBLICA Y DESARROLLO EMPRESARIAL;;NO
159781;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;SALUD PUBLICA - MENCION EN GERENCIA EN SERVICIOS DE SALUD;SI;SI
159782;UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA;CIENCIA: SALUD PUBLICA;SI;SI
159469;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;DOCTOR EN INGENIERÍA;;NO
159470;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;MAESTRÍA EN DERECHO CONSTITUCIONAL Y PROCESAL CONSTITUCIONAL;;NO
159471;UNIVERSIDAD RUSA DE LA AMISTAD DE LOS PUEBLOS;FÍSICA;SI;SI
160306;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ECONOMÍA: GESTIÓN PUBLICA Y DESARROLLO REGIONAL;;NO
160307;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ECONOMÍA: GESTIÓN PÚBLICA Y DESARROLLO REGIONAL;;NO
161494;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ADMINISTRACION.;SI;SI
161496;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;DOCENCIA UNIVERSITARIA;;NO
159978;UNIVERSIDAD ESAN;MAESTRIA EN ADMINISTRACION DE EMPRESAS MENCION EN MARKETING;SI;SI
159980;CESAR VALLEJO;PSICOLOGÍA EDUCATIVA;SI;SI
161448;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;ADMINISTRACIÓN ESTRATÉGICA DE EMPRESAS;SI;SI
161450;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;DERECHO PENAL;SI;SI
159544;UNIVERSIDAD NACIONAL DE INGENIERIA -UNIVERSIDAD NAC. FEDERICO VILLARREAL;ASENTAMIENTOS HUMANOS -MEDIO AMBIENTE Y DESARROLLO SOTE;SI;SI
160223;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;MAESTRIA MENCION ADMINISTRACION;SI;SI
160224;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;DOCTORADO EN DERECHO;SI;SI
161176;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;DOCTOR EN ADMINISTRACIÓN;SI;SI
161177;UNIVERSIDAD GARCILAZO DE LA VEGA;DERECHO PENAL;SI;SI
161178;UNIVERSIDAD CESAR VALLEJO;MAESTRÍA EN GESTIÓN PÚBLICA;SI;SI
161180;UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD DEL CUZCO;DERECHO CIVIL Y PROCESAL COVIL;;NO
161247;UNIVERSIDAD CESAR VALLEGO;GESTION PUBLICA;SI;SI
161289;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SEGURIDAD, SALUD OCUPACIONAL Y MEDIO AMBIENTE;SI;SI
161290;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;CIENCIAS PENALES;SI;SI
158221;UNIVERSIDAD CESAR VALLEJO;GESTIÓN PUBLICA;SI;SI
159334;UNIVERSIDAD NACIONAL DE HUANCAVELICA;PLANEACION ESTRATEGICA Y GESTION EN INGENIERIA DE PROYECTOS;SI;SI
159988;UNIVERSIDAD NACIONAL DE HUANCAVELICA;ADMINISTRACIÓN Y PLANIFICACIÓN DE LA EDUCACIÓN;SI;SI
159989;UNIVERSIDAD PERUANA LOS ANDES;GERENCIA EDUCATIVA;SI;SI
160186;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;DOCTORADO EN ADMINISTRACION;;NO
159870;UNIVERSIDAD NACIONAL DE HUANCAVELICA;GESTIÓN PUBLICA;;NO
159872;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;GESTIÓN EDUCATIVA;SI;
159336;UNIVERSIDAD CESAR VALLEJO;GESTIÓN PUBLICA Y GOBERNABILIDAD;SI;SI
159337;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;MAESTRÍA EN DERECHO CIVIL Y COMERCIAL;SI;
161652;UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA "TINGO MARIA";BIODIVERSIDAD Y AGRICULTURA CAMPESINA ANDINO AMAZONICA;SI;SI
159926;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;INGENIERIA AMBIENTAL;;NO
161138;UNIVERSIDAD NACIONAL DE HUANCAVELICA;ECOLOGÍA Y GESTIÓN AMBIENTAL;SI;SI
158268;UNIVERSIDAD NACIONAL DEL CENTRO;ADMINISTRACION PUBLICA Y GOBIERNO;SI;
161583;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;MAESTRIA EN ADMINISTRACION Y GERENCIA EN SALUD;SI;SI
157879;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;MAESTRÍA EN GESTIÓN PUBLICA;;NO
160217;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO CIVIL Y COMERCIAL;SI;SI
158063;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN - ESCUELA DE POST GRADO;MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE;SI;SI
159735;UNIVERSIDAD CESAR VALLEJO;GESTION PUBLICA;;NO
159736;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;INVESTIGACION Y DOCENCIA SUPERIOR;SI;
0;UNIVERSIDAD DE ALCALA;DERECHO;;NO
161463;UNIVERSIDAD DE HUANUCO - UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;DERECHO PROCESAL - GERENCIA PUBLICA;SI;SI
160947;UNIVERSIDAD NACIONAL "HERMILIO VALDIZÁN";GESTIÓN DEL DESARROLLO SOCIAL;SI;SI
159224;UNIVERSIDAD NACIONAL HEMILIO VALDIZÁN;SISTEMA DE PROTECCIÓN DE NIÑO Y EL ADOLESCENTE;;NO
158263;ESCUELA DE MANAGEMENT DE NORMANDIE - FRANCIA;MÁSTER ESPECIALIZADO EN DESARROLLO, INNOVACIÓN Y MARKETING TERRITORIAL;SI;SI
158264;UNIVERSIDAD DE HUANUCO;DOCENCIA EN EDUCACIÓN SUPERIOR E INVESTIGACIÓN;SI;SI
161019;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN GESTION PUBLICA;SI;SI
158682;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU - PUCP;GERENCIA SOCIAL;;NO
159783;UNIVERSIDAD DE CASTILLA - LA MANCHA;MÁSTER UNIVERSITARIO OFICIAL EN DERECHO CONSTITUCIONAL;SI;
157882;CENTRO DE ALTOS ESTUDIOS NACIONALES;ADMINISTRACIÓN Y GESTIÓN PÚBLICA CON MENCIÓN EN DEFENSA NACIONAL;SI;SI
157884;PUCP;MBA;SI;SI
158177;UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC;DERECHO CIVIL Y COMERCIAL;SI;SI
158712;CENTRO DE ALTOS ESTUDIOS NACIONALES;ADMINISTRACIÓN Y GESTIÓN PUBLICA CON MENCIÓN EN DEFENSA NACIONAL;;NO
160775;UNIVERSIDAD SAN LUIS GONZAGA DE ICA;MAESTRIA EN MEDICINA HUMANA;SI;
160776;UNIVERSIDAD SAN MARCOS;GESTION PUBLICA;;NO
159099;UNIVERSIDAD NACIONAL SAN LUIS DE GONZAGA DE ICA;MAESTRÍA EN ADMINISTRACIÓN  GESTIÓN EMPRESARIAL;SI;SI
160917;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;MAESTRIA EN DERECHO DEL TRABAJO Y SEGURIDAD SOCIAL;SI;SI
160918;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;ENFERMERA ESPECIALISTA UCI NEONATAL;SI;SI
161604;UNIVERSIDAD CIENTÍFICA DEL SUR;MAESTRÍA EN MEDICINA OCUPACIONAL Y DEL MEDIO AMBIENTE;SI;SI
161605;CENTRUM CATÓLICA;MBA EN GERENCIA INTERNACIONAL;;NO
161606;UNIVERSIDAD SAN LUIS GONZAGA DE ICA;MAESTRÍA ODONTOLOGÍA;;NO
161607;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;GESTIÓN INTEGRADA DE MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL, Y CALIDAD MINERA;;NO
158045;UNIVERSIDAD CESAR VALLEJO;MAESTRA EN GESTIÓN DE LOS SERVICIOS DE LA SALUD;SI;SI
160149;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;CIENCIAS DE LA EDUCACIÓN;SI;SI
160151;UNIVERSIDAD CESAR VALLEJO;GESTIÓN PUBLICA;SI;SI
160981;ENRIQUE GUZMAN Y VALLE;MAESTRIA EN ADMINISTRACIÓN Y GESTIÓN PÚBLICA;SI;SI
160061;UNIVERSIDAD ALAS PERUANAS;DIRECCION Y ADMINISTRACION DE EMPRESAS;SI;SI
160062;UNIVERSIDAD ALAS PERUANAS;ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS;SI;SI
161645;UNIVERSIDAD NACIONAL ENRIQUE GUZMAN Y VALLE - LA CANTUTA;DOCENCIA UNIVERSITARIA;;NO
161646;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;CIENCIAS DE LA ENFERMERIA;SI;SI
161647;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;ADMINISTRACION CON MENCION EN GESTION PUBLICA;SI;SI
161348;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA ESCUELA DE POSGRADO;CIENCIAS EMPRESARIALES;SI;SI
161349;UNIVERSIDAD NORBERT WIENNER;MAESTRIA EN GESTION DE SALUD;;NO
159761;UNIVERSIDAD SAN MARTIN DE `PORRES;GESTION PUBLICA;SI;SI
159763;SAN LUIS GONZAGA DE ICA;GESTION PUBLICA;;NO
159822;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;MAESTRÍA EN GERENCIA DE PROYECTOS DE INGENIERIA;SI;SI
158190;CENTRO DE ALTOS ESTUDIOS NACIONALES (CAEN);DESARROLLO Y DEFENSA NACIONAL;SI;SI
158191;UNIVERSIDAD SAN LUIS GONZAGA DE ICA;SALUD PÚBLICA;SI;SI
158931;UNIVERSIDAD SAN LUIS GONZAGA DE ICA;MAESTRIA EN INGENIERIA MECANICA Y ELECTRICA - ENERGIA Y MEDIO AMBIENTE;SI;SI
158934;UNIVERSIDAD CESAR VALLEJO;ADMINISTRACION DE LA EDUCACION;SI;SI
160921;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;MAESTRIA EN ADMINISTRACION , DOCTORADO EN ADMINISTRACION;SI;SI
160922;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;DESARROLLO SOSTENIBLE;SI;SI
160924;UNIVERSIDAD CESAR VALLEJO;MAGISTER EN ADMINISTRACIÓN DE LA EDUCACIÓN;SI;SI
157892;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERÚ;CIENCIA POLÍTICA CON MENCIÓN EN POLÍTICAS PÚBLICAS;SI;SI
157895;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;GESTION EDUCACIONAL;SI;SI
158984;UNIVERSIDAD CONTINENTAL;GESTION PUBLICA Y PRIVADA DE LA SALUD;;NO
158985;UNIVERSIDAD SAN AGUSTIN DE AREQUIPA;DOCTORA EN CIENCIAS ENFERMERIA;SI;SI
158986;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN GESTION PUBLICA;SI;SI
157986;UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA;CUIDADO DEL ADULTO MAYOR;SI;
157988;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL (DOCTORADO);MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE;SI;SI
157989;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;GESTIÓN PÚBLICA;;NO
159706;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;MAESTRIA EN DESARROLLO RURAL;SI;SI
159707;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;MAESTRIA EN DESARROLLO RURAL;SI;SI
159710;UNIVERSIDAD RICARDO PALMA;MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS;SI;SI
159153;UNIVERSIDAD CESAR VALLEJO;GESTION PUBLICA;SI;SI
160499;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;DIDÁCTICA UNIVERSITARIA;SI;SI
160500;UNIVERSIDAD CÉSAR VALLEJO;MAESTRÍA EN GESTIÓN PÚBLICA;;NO
160501;UNIVERSIDAD NACIONAL SAN CRISTÓBAL DE HUAMANGA;DIPLOMADO DERECHO PROCESAL CIVIL;SI;SI
161513;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;DESARROLLO RURAL;SI;SI
161514;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;POLÍTICA Y GENTION TRIBUTARIA;;NO
160445;ENRIQUE GUZMAN Y VALLE LA CANTUTA;ADMINISTRACIÓN Y GESTIÓN PUBLICA;SI;SI
160446;UNIVERSIDAD CONTINENTAL;ESTRATEGIA DE MARKETING;SI;SI
160446;UNIVERSIDAD CONTINENTAL;ESTRATEGIA DE MARKETING;SI;SI
160658;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;EDUCACIÓN SUPERIOR;;NO
160659;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;GESTIÓN PUBLICA;SI;SI
160660;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;RESPONSABILIDAD SOCIAL, RELACIONES COMUNITARIAS Y RESOLUCIÓN DE CONFLICTOS;SI;SI
160661;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;LECTURA Y ESCRITURA;SI;SI
160662;UNIVERSIDAD CESAR VALLEJO;PSICOLOGIA EDUCATIVA;SI;SI
159991;UNIVERSIDAD NACIONAL ENRIQUE GUZMAN Y VALLE - LA CANTUTA;CIENCIAS DE LA EDUCACIÓN;SI;SI
159992;UNIVERSIDAD PERUANA LOS ANDES;DERECHO CIVIL Y COMERCIAL;SI;SI
159994;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;ENSEÑANZAS ESTRATEGICAS;SI;SI
159307;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ - UNCP;ADMINISTRACIÓN ESTRATÉGICA DE EMPRESAS;SI;SI
159308;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;ADMINISTRACIÓN ESTRATÉGICA;SI;SI
158197;UNIVERSIDAD NACIONAL DE HUANCAVELICA;MAESTRÍA EN DERECHO PENAL;;NO
158198;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN GESTION PUBLICA;SI;SI
159626;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;GESTION PUBLICA;;NO
160992;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;MAESTRIA EN GESTION MINERA Y DOCTORADO EN SEGURIDAD Y CONTROL EN MINERÍA;SI;SI
160686;UNIVERSIDAD CESAR VALLEJO;GESTION PUBLICA;SI;SI
160687;UNIVERSIDAD NACIONAL DE HUANCAVELICA;ADMINISTRACIÓN Y GERENCIA EN SERVICIOS DE SALUD;;NO
159361;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;ADMINISTRACIÓN ESTRATÉGICA - GERENCIA INTERNACIONAL;SI;SI
159645;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;PROMOCIÓN DE LA INFANCIA;;NO
159527;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;MAESTRÍA EN GESTIÓN DE ALTA DIRECCIÓN;;NO
159531;UNIVERSIDAD PERUANA LOS ANDES;DERECHO CIVIL Y COMERCIAL;;NO
161310;UNIVERSIDAD ESTATAL SAN PETESBURGO;MASTER EN CIENCIAS JURÍDICAS;SI;SI
