ID_CANDIDATO;UNIVERSIDAD;CARRERA;CONCLUIDO;BACHILLER;TITULO
160261;UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION;TRABAJO SOCIAL;SI;SI;SI
160261;UNIVERSIDAD TECNOLOGICA DEL PERU;DERECHO;NO;NO;NO
160262;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;AGRONOMIA;NO;NO;NO
160264;CESAR VALLEJO;DERECHO;NO;NO;NO
160265;INCA GARCILAZO DE LA VEGA;LICENCIADO EN EDUCACION;SI;SI;SI
160266;UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION;EDUCACION;SI;SI;SI
160267;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;EDUCACION;SI;SI;SI
160268;INCA GARCILAZO DE LA VEGA;ESTOMATOLOGIA;SI;SI;SI
160270;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;LICENCIADA EN EDUCACION;SI;SI;SI
160270;INCA GARCILAZO DE LA VEGA;ABOGADO;SI;NO;SI
159241;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;DERECHO;SI;SI;SI
159243;UNIVERSIDAD SAN MARTIN DE PORRES;DERECHO Y CIENCIAS POLITICAS;SI;NO;NO
159243;UNIVERSIDAD PRIVADA TELESUP SAC;BACHILLER EN DERECHO CORPORATIVO;SI;SI;NO
159244;UNIVERSIDAD SAN MARTIN DE PORRES;CIENCIAS DE LA COMUNICACION;NO;;
159245;UNIVERSIDAD DE LIMA;CONTABILIDAD;SI;SI;SI
159247;UNIVERSIDAD DE LIMA;ADMINISTRACION DE EMPRESAS;NO;NO;NO
159249;ESCUELA MILITAR DE CHORRILLOS;CIENCIAS MILITARES;SI;SI;
159250;UNIVERSIDAD CESAR VALLEJO;INGENIERIA INDUSTRIAL;SI;SI;SI
159251;UNIVERSIDAD DE SAN MARTÍN DE PORRES;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
159252;UNIVERSIDAD DE SAN MARTIN DE PORRES;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
159253;UNIVERSIDAD DE SAN MARTIN DE PORRES;DERECHO;SI;SI;SI
159255;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;ADMINISTRACIÓN;NO;NO;NO
159256;UNIVERSIDAD DE LIMA;INGENIERÍA INDUSTRIAL;SI;SI;NO
159257;INCA GARCILAZO DE LA VEGA;DERECHO;SI;SI;SI
159257;UNIVERSIDAD TECNOLÓGICA DEL PERU;INGENIERÍA DE SISTEMAS;SI;SI;SI
159260;INCA GARCILAZO DE LA VEGA;CIENCIAS DE LA COMUNICACIÓN;SI;SI;SI
159262;UNIVERSIDAD SAN MARTIN DE PORRES;DERECHO Y CIENCIA POLITICA;SI;SI;SI
159263;UNIVERSIDAD DE LIMA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159264;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;TRABAJO SOCIAL;SI;SI;SI
159264;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO;SI;SI;SI
159265;UNIVERSIDAD DE LIMA;CIENCIAS DE LA COMUNICACIÓN;SI;SI;SI
159265;UNIVERSIDAD TECNOLÓGICA DEL PERÚ;DERECHO;NO;NO;NO
159266;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;QUIMICA;SI;SI;SI
159267;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;DERECHO;SI;SI;SI
159268;UNIVERSIDAD CATOLICA SEDE SAPIENTAEI;PSICOLOGIA;SI;SI;SI
159268;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;EDUCACION;SI;SI;NO
159269;UNIVERSIDAD RICARDO PALMA;INGENIERIA INDUSTRIAL;SI;SI;NO
159270;UNIVERSIDAD NACIONAL DE INGENIERÍA;;SI;SI;SI
159271;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;BACHILLER EN TECNOLOGIA MEDICA;SI;SI;NO
159272;UNVERSIDAD DE SAN MARTIN DE PORRES;CIENCIAS DE LA COMUNICACION;SI;SI;SI
159274;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION;SI;SI;SI
159275;UNIVERSIDAD ALAS PERUANAS;DERECHO;SI;SI;NO
160864;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO;SI;SI;SI
160865;UNIVERSIDAD PRIVADA CESAR VALLEJO;DERECHO;SI;SI;SI
160866;UNIVERSIDAD RICARDO PALMA;CIENCIAS ECONOMICAS Y CONTABLES;SI;SI;NO
160867;UNIVERSIDAD PARTICULAR INCA GARCILASO DE LA VEGA;SOCIOLOGIA;SI;SI;
160874;UNIVERSIDAD CESAR VALLEJO;ARQUITECTURA;SI;SI;NO
160875;UNIVERSIDAD PERUANA DE CIENCIAS E INFORMATICA UPCI;DERECHO Y CIENCIAS POLITICAS;NO;;
160879;UNIVERSIDAD PARTICULAR INCA GARCILASO DE LA VEGA;CIENCIAS CONTABLES Y FINANZAS CORPORATIVAS;SI;SI;SI
160880;UNIVERSIDAD RICARDO PALMA;ARQUITECTURA;SI;SI;SI
160881;UNIVERSIDAD INCA GARCILASO DE LA VEGA;EDUCACION;SI;SI;SI
160881;UNIVERSIDAD TECNOLOGICA DEL PERU;;SI;SI;NO
160883;UNIVERSIDAD LAS AMERICAS;DERECHO;SI;SI;SI
160884;UNIVERSIDAD JAIME BAUZATE Y MEZA;PERIODISMO;SI;NO;NO
160893;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ESTADISTICA;SI;SI;SI
160896;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;DERECHO;SI;SI;SI
160897;UNIVERSIDAD SAN IGNACIO DE LOYOLA;CIENCIAS DE LA COMUNICACION;SI;NO;NO
159929;UNIVERSIDAD DE SAN MARTIN DE PORRES;CIENCIAS DE LA COMUNICACION;NO;NO;NO
159929;UNIVERSIDAD DE SAN MARTIN DE PORRES;DERECHO;NO;NO;NO
159930;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159931;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;CONTABILIDAD;NO;NO;NO
159932;UNIVERSIDAD INCA GARCILAZO DE LA VEGA;CIENCIAS ADMINISTRATIVAS;NO;NO;NO
159933;UNIVERSIDAD DE LIMA;INGENIERÍA METALURGICA Y SIDERURGICA;SI;SI;NO
159934;UNIVERSIDAD DE LIMA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159934;ESAN;FINANZAS Y DERECHO EMPRESARIAL;SI;SI;NO
159936;UNIVERSIDAD DEL PACIFICO;ECONOMIA;NO;NO;NO
159936;BIRKBECK COLLEGE UNIVERSITY OF LONDOM;ECONOMIA;SI;NO;NO
159937;ESCUELA NAVAL DEL PERU;OFICIAL DE LA MARINA DE GUERRA ALFEREZ DE FRAGATA;SI;SI;SI
159938;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;DERECHO;SI;SI;SI
159939;UNIVERSIDAD DE LIMA;ECONOMIA;NO;NO;NO
159939;LYNN UNIVERSITY;NEGOCIOS INTERNACIONALES;NO;NO;NO
159940;UNIVERSIDAD NACIONAL AGRARIA LA MOLINA;INGENIERIA FORESTAL;SI;SI;SI
159941;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;INGENIERIA ELECTRONICA;SI;SI;SI
159943;UNIVERSIDAD DE SAN MARTIN DE PORRES;DERECHO;SI;SI;NO
159944;UNIVERSIDAD DE SAN MARTIN DE PORRES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159945;UNIVERSIDAD NACIONAL DE INGENIERIA;INGENIERIA INDUSTRIAL DE SISTEMAS;SI;SI;NO
159946;UNIVERSIDAD RICARDO PALMA;ADMINISTRACION DE EMPRESAS;NO;NO;NO
159946;UNIVERSIDAD CIENTIFICA DEL SUR;INGENIERIA ECONOMICA;NO;NO;NO
159947;UNIVERSIDAD DE SAN MARTIN DE PORRES;DERECHO;SI;SI;NO
159950;UNIVERSIDAD FEMENINA SAGRADO CORAZON UNIFE;ADMINISTRACION DE NEGOCIOS INTERANCIONALES;SI;SI;NO
159953;UNIFE;PSICOLOGIA Y HUMANIDADES;SI;SI;SI
159954;UNIVERSIDAD MAYOR DE SAN MARCOS;CONTADOR PUBLICO;SI;SI;SI
159955;UNIVERSIDAD PRIVADA DEL NORTE;COMUNICACION Y PUBLICIDAD;NO;NO;NO
159956;UNIVERSIDAD CATOLICA DE SANTA MARIA;CIENCIAS DE LA COMUNICACION SOCIAL;SI;SI;SI
159957;UNIVERSIDAD DE LIMA;MARKETING;SI;NO;NO
159960;UNIVERSIDAD ALAS PERUANAS;DERECHO;SI;SI;SI
159961;PRIVADA TELESUP;DERECHO CORPORATIVO;SI;NO;NO
159962;UNIVERSIDAD SAN MARTIN DE PORRES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159963;UNIVERSIDAD ALAS PERUANAS;INGENIERIA DE RECURSOS NATURALEZ Y ENERGIAS RENOVABLES;SI;SI;SI
161036;UNIVERSIDAD PRIVADA TELESUP;ADMINISTRACIÓN DE NEGOCIOS;SI;SI;SI
161037;UNIVERSIDAD NACIONAL DE INGENIERÍA;INGENIERÍA ELÉCTRICA;SI;SI;NO
161037;UNIVERSIDAD PRIVADA DEL NORTE;DERECHO;NO;NO;NO
161038;UNIVERSIDAD PERUANA CAYETANO HEREDIA;MEDICINA HUMANA;SI;SI;SI
161038;UNIVERSIDAD PERUANA CAYETANO HEREDIA;ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA;SI;NO;SI
161039;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
161041;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;CONTABILIDAD;NO;NO;NO
161042;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;TECNOLOGÍA MÉDICA;SI;SI;SI
161043;UNIVERSIDAD RICARDO PALMA;ADMINISTRACIÓN;SI;SI;NO
161043;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;NO;NO;NO
161044;INCA GARCILASO DE LA VEGA;DERECHO Y CIENCIA POLÍTICA;NO;NO;NO
161047;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;CIENCIA POLÍTICA;SI;SI;NO
161049;UNIVERSIDAD NACIONAL DE PIURA;CIENCIAS DE LA COMUNICACIÓN SOCIAL;SI;SI;SI
161051;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;EDUCACION;SI;SI;SI
161052;ALAS PERUANAS;INGENIERIA DE SISTEMAS E INFORMÁTICA;SI;SI;SI
161053;AMISTAD DE LOS PUEBLOS PATRICIO LUMUMBA - RUSIA;MEDICINA HUMANA;SI;;SI
161054;SAN JUAN BAUTISTA;MEDICINA HUMANA;NO;NO;NO
161055;UNIVERSIDAD SAN MARTIN DE PORRES;DERECHO;SI;SI;SI
161056;INCA GARCILASO DE LA VEGA;DERECHO;NO;;
161057;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;EDUCACIÓN;SI;SI;SI
161058;UNIVERSIDAD DE LIMA;COMUNICACIÓN;SI;SI;NO
161059;SAN MARTIN DE PORRES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
161061;UNIVERSIDAD PRIVADA JUAN PABLO II;ESTOMATOLOGÍA;NO;NO;NO
161062;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ECONOMÍA;SI;SI;SI
161064;UNIVERSIDAD PRIVADA TELESUP;ADMINISTRACIÓN - FINANZAS Y NEGOCIOS GLOBALES;NO;NO;NO
161065;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;LETRAS;NO;NO;NO
161066;UNIVERSIDAD NACIONAL DEL CALLAO;INGENIERÍA QUÍMICA;SI;SI;SI
161069;UNIVERSIDAD SAN MARTÍN DE PORRES;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
160355;UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL;ECONOMIA;SI;SI;NO
160356;UNIVERSIDAD NACIONAL DEL CALLAO;INGIENERIA MECANICA;NO;NO;NO
160357;INSTITUTO PEDAGÓGICO NACIONAL DE MONTERRICO;EDUCACION;SI;SI;SI
160358;FEDERICO VILLAREAL;ECONOMIA;SI;SI;SI
160359;UNIVERSIDAD ESAN;ADMINISTRACIÓN Y MARKETING;;SI;NO
160360;SAN MARTIN DE PORRES;DERECHO Y CIENCIA POLITICAS;SI;SI;SI
160361;CATOLICA LOS ANGELES CHIMBOTE;COTADOR PUBLICO;SI;SI;NO
160362;SAN MARTIN DE PORRES;DERECHO Y CIENCIA POLITICA;SI;SI;SI
160364;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO;SI;SI;NO
160365;UNIVERSIDAD RICARDO PALMA;;SI;SI;SI
160366;INCA GARCILAZO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;NO
160367;PERUANA LOS ANDES;CIRUJANO DENTISTA;SI;SI;SI
160368;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ;INGENIERÍA METALÚRGICA Y DE MATERIALES;SI;SI;SI
160369;UNIVERSIDAD NACIONAL DE TRUJILLO;CIENCIAS MATEMATICAS;SI;SI;SI
160371;INCA GARCILAZO DE LA VEGA;DERECHO;NO;NO;NO
160376;JOSE CARLOS MARIATEGUI;DERECHO;SI;SI;SI
160379;INCA GARCILASO DE LA VEGA;DERECHO;SI;SI;SI
160380;INCA GARCILASO DE LA VEGA;ABOGADO;SI;SI;SI
160381;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;DERECHO;SI;SI;SI
160382;PERUANAS DE CIENCIAS APLICADAS SAC;;SI;SI;SI
160383;UNIVERSIDAD SAN MARTIN DE PORRES;CIENCIAS DE LA COMUNICACION;SI;SI;SI
160384;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO Y CIENCIA POLITICA;SI;SI;SI
160387;NACIONAL MAYOR DE SAN MARCOS;DERECHO;SI;SI;SI
160389;UNVERSIDAD PERUANA LOS ANDES;PSICOLOGIA;SI;SI;SI
160390;UNIVERSIDAD INCA GARCILASO DE LA VEGA;CONTADOR PUBLICO;SI;SI;SI
160806;UNIVERSIDAD PRIVADA SAN PEDRO;DERECHO;SI;SI;SI
160806;UNIVERSIDAD NACIONAL DE TRUJILLO;FARMACIA Y BIOQUÍMICA;SI;SI;SI
160807;UNIVERSIDAD PERUANA LOS ANDES;DERECHO;NO;NO;SI
160807;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;DERECHO;SI;SI;NO
160808;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;MEDICINA - MEDICO CIRUJANO;SI;SI;SI
160809;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;CONTABILIDAD;SI;SI;SI
160809;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO;NO;NO;NO
160812;INCA GARCILASO DE LA VEGA;INGENIERÍA ADMINISTRATIVA;SI;SI;SI
160816;UNIVERSIDAD DE SAN MARTIN DE PORRES;CIENCIA DE LA COMUNICACIÓN;SI;NO;NO
160818;ENRIQUE GUZMAN Y VALLE - CANTUTA;MECANICA DE PRODUCCION;SI;SI;SI
160819;JAIME BAUSATE Y MEZA;PERIODISMO;SI;SI;SI
160820;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO;SI;;SI
160823;UNIFE;ARQUITECTURA;SI;SI;SI
160824;UNIVERSIDAD DE SAN MARTÍN DE PORRRES;DERECHO;SI;SI;SI
160825;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS;INGENIERÍA INDUSTRIAL;SI;SI;NO
160826;UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN - UNIFE;TRADUCCIÓN E INTERPRETACIÓN;SI;SI;NO
160827;UNIVERSIDAD DE LIMA;ECONOMIA;SI;SI;
160828;UNIVERSIDAD PRIVADA NORBERT WIENER;ODONTOLOGIA;SI;SI;SI
160829;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES;NO;NO;NO
160831;UNIVERSIDAD DE LIMA;CIENCIA DE LA COMUNICACIÓN;SI;SI;NO
160832;UNVERSIDAD CESAR VALLEJO;DERECHO;NO;;
160833;UNIVERSIDAD NACIONAL DEL CALLAO;INGENIERÍA ELECTRICA;NO;NO;NO
160841;UNIVERSIDAD DE LIMA;CIENCIAS ADMINISTRATIVAS;SI;SI;
159833;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERIA CIVIL;SI;SI;SI
159834;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
159836;UNIVERSIDAD SAN MARTÍN DE PORRES;CONTABILIDAD;SI;SI;SI
159838;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU -  PUCP;DERECHO;NO;NO;
159838;INCA GARCILASO DE LA VEGA;CIENCIAS ECONOMICAS;NO;NO;
159840;INCA GARCILAZO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159841;RICARDO PALMA;ADMINISTRACIÓN Y GERENCIA;NO;NO;NO
159842;UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE;BACHILLER EN CIENCIA DE LA EDUCACIÓN;SI;SI;SI
159842;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;LICENCIADA EN EDUCACION;SI;;SI
159844;UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA;MEDICINA HUMANA;SI;SI;SI
159845;UNIVERSIDAD ALAS PERUANAS;DERECHO;SI;SI;SI
159846;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;SOCIOLOGÍA;SI;SI;SI
159847;NORTHEASTERN UNIVERSITY;INGENIERÍA INDUSTRIAL;SI;SI;SI
159853;UNIVERSIDAD SAN MARTÍN DE PORRES;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
159857;INCA GARCILAZO DE LA VEGA;DERECHO Y CIENCIAS POLÍTICAS;NO;NO;NO
159858;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;CONTABILIDAD;SI;SI;SI
159862;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ECONOMIA;SI;SI;SI
159864;UNMSM;FILOSOFIA;SI;SI;NO
159864;UNMSM;DERECHO;SI;SI;NO
158724;SAN MARTIN DE PORRES;DERECHO;SI;SI;SI
158725;UNIVERSIDAD DE LIMA;CIENCIAS DE LA COMUNICACION;SI;SI;NO
158726;UNIVERSIDAD SAN MARTÍN DE PORRES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158727;UNIVERSITY OF WESTERN ONTARIO;HISTORIA Y ESPAÑOL;SI;SI;
158728;UNIVERSIDAD INCA GARCILASO DE LA VEGA;ADMINISTRACIÓN DE EMPRESAS;SI;SI;SI
158729;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;FACULTAD DE ADMINISTRACIÓN;SI;SI;SI
158730;UNIVERSIDAD PRIVADA DEL NORTE;ADMINISTRACIÓN DE EMPRESAS;NO;NO;NO
158730;UNIVERSIDAD DE LIMA;INGENIERÍA DE SISTEMAS;NO;NO;NO
158731;UNIVERSIDAD SAN JUAN BAUTISTA;CIENCIAS DE LAS COMUNICACIONES;SI;NO;NO
158732;UNIVERSIDAD RICARDO PALMA;INGENIERÍA INDUSTRIAL;SI;SI;SI
158733;UNIVERSIDAD FEDERICO VILLARREAL;CIENCIAS POLITICAS;SI;;
158734;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;MEDICINA HUMANA;SI;SI;SI
158736;UNIVERSIDAD NACIONAL DEL CALLAO;CONTABILIDAD;SI;SI;NO
158736;UNIVERSIDAD ALAS PERUANAS;CONTABILIDAD;SI;NO;SI
158737;UNIVERSIDAD PARTICULAR SAN MARTIN DE PORRES;ADMINISTRACION DE EMPRESAS;NO;NO;NO
158738;UNIVERSIDAD PERUANA CAYETANO HEREDIA;TECNOLOGÍA MEDICA;SI;SI;SI
158741;UNIVERSIDAD TECNOLÓGICA DEL PERÚ;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;NO
158741;UNIVERSIDAD PERUANA DE LAS AMERICAS;DERECHO;;;SI
158742;UNIVERSIDAD CESAR VALLEJO;ADMINISTRACIÓN DE EMPRESAS;NO;SI;NO
158743;UNIVERSIDAD NACIONAL DE CAJAMARCA;ENFERMERIA;SI;;SI
158744;CESAR VALLEJOS;ARQITECTURA;NO;NO;NO
158745;UNIVERSIDADA NACIONAL DE INGIENERIA;INGIENERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;SI;SI;NO
158747;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;MEDICINA HUMANA;SI;SI;SI
158748;UNIVERSIDAD SAN MARTIN DE PORRES;CIENCIAS DE LA COMUNICACION;SI;SI;NO
158749;USIL;ADMINISTRACION DE EMPRESAS;SI;SI;NO
158750;SAN MARTIN DE PORRES;ADMINISTRACION DE EMPRSAS;SI;NO;NO
158751;UNIVERSIDAD ALAS PERUANAS;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
158752;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;EDUCACION;SI;SI;SI
158755;UNIVERCIDAD CESAR VALLEJO;DERECHO;SI;NO;NO
158757;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;FISICA;SI;SI;SI
158758;ESCUELA NACIONAL SUPERIOR DEL FOLCLORE JOSE MARIA ARGUEDAS;DOCENTE ARTE Y CULTURA;SI;SI;NO
158630;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;ADMINISTRACION DE EMPRESAS;SI;SI;NO
158631;UNIVERSIDAD PARTICULAR INCA GARCILASO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158632;UNIVERSIDAD SAN PEDRO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158633;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;OBSTETRICIA;SI;SI;SI
